Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
55274325,09/01/2022 02:14:36 AM,09/01/2022 03:01:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10128,288 EAST   89 STREET,EAST   89 STREET,3 AVENUE,2 AVENUE,3 AVENUE,2 AVENUE,ADDRESS,NEW YORK,EAST   89 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 03:01:57 AM,08 MANHATTAN,MANHATTAN,997866,223460,Unspecified,MANHATTAN,,,,,,,,40.78001184708834,-73.95083554135593,"(40.78001184708834, -73.95083554135593)"
55280303,09/01/2022 02:22:21 AM,09/01/2022 02:39:54 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11229,2241 BATCHELDER STREET,BATCHELDER STREET,AVENUE V,AVENUE W,AVENUE V,AVENUE W,ADDRESS,BROOKLYN,BATCHELDER STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 02:39:58 AM,15 BROOKLYN,BROOKLYN,1001336,157082,Unspecified,BROOKLYN,,,,,,,,40.59781358681984,-73.93847445992353,"(40.59781358681984, -73.93847445992353)"
55275535,09/01/2022 02:22:34 AM,09/01/2022 03:26:32 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10032,2143 AMSTERDAM AVENUE,AMSTERDAM AVENUE,WEST  166 STREET,WEST  167 STREET,WEST  166 STREET,WEST  167 STREET,ADDRESS,NEW YORK,AMSTERDAM AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/01/2022 03:26:41 AM,12 MANHATTAN,MANHATTAN,1001487,244872,Unspecified,MANHATTAN,,,,,,,,40.838775514806606,-73.9377059087857,"(40.838775514806606, -73.9377059087857)"
55275593,09/01/2022 02:40:03 AM,09/01/2022 02:49:38 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10002,23 CLINTON STREET,CLINTON STREET,AVENUE B,STANTON STREET,AVENUE B,STANTON STREET,ADDRESS,NEW YORK,CLINTON STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 02:49:42 AM,03 MANHATTAN,MANHATTAN,988607,201821,Unspecified,MANHATTAN,,,,,,,,40.72062767225489,-73.98428182513162,"(40.72062767225489, -73.98428182513162)"
55280371,09/01/2022 02:51:11 AM,09/01/2022 04:06:35 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,34-11 58 STREET,58 STREET,34 AVENUE,37 AVENUE,34 AVENUE,37 AVENUE,ADDRESS,WOODSIDE,58 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 04:06:39 AM,02 QUEENS,QUEENS,1010937,213112,Unspecified,QUEENS,,,,,,,,40.75157948015168,-73.90368007472013,"(40.75157948015168, -73.90368007472013)"
55281553,09/01/2022 02:53:52 AM,09/01/2022 03:50:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10458,2676 GRAND CONCOURSE,GRAND CONCOURSE,EAST KINGSBRIDGE ROAD,EAST  196 STREET,EAST KINGSBRIDGE ROAD,EAST  196 STREET,ADDRESS,BRONX,GRAND CONCOURSE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 03:50:37 AM,07 BRONX,BRONX,1013597,255053,Unspecified,BRONX,,,,,,,,40.866687372993105,-73.8938961352986,"(40.866687372993105, -73.8938961352986)"
55276691,09/01/2022 02:57:12 AM,09/01/2022 03:42:19 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11235,2753 EAST   11 STREET,EAST   11 STREET,BLAKE COURT,BANNER AVENUE,BLAKE COURT,BANNER AVENUE,ADDRESS,BROOKLYN,EAST   11 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 03:42:24 AM,15 BROOKLYN,BROOKLYN,995621,151986,Unspecified,BROOKLYN,,,,,,,,40.58383526365971,-73.95906236372255,"(40.58383526365971, -73.95906236372255)"
55279140,09/01/2022 03:01:34 AM,09/01/2022 03:36:51 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,620 WEST  141 STREET,WEST  141 STREET,BROADWAY,RIVERSIDE DRIVE,BROADWAY,RIVERSIDE DRIVE,ADDRESS,NEW YORK,WEST  141 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2022 03:36:58 AM,09 MANHATTAN,MANHATTAN,997264,239545,Unspecified,MANHATTAN,,,,,,,,40.82416166479311,-73.95297805704422,"(40.82416166479311, -73.95297805704422)"
55279139,09/01/2022 03:03:12 AM,09/01/2022 03:12:19 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11212,95 ROCKAWAY PARKWAY,ROCKAWAY PARKWAY,RUTLAND ROAD,WINTHROP STREET,RUTLAND ROAD,WINTHROP STREET,ADDRESS,BROOKLYN,ROCKAWAY PARKWAY,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 03:12:25 AM,17 BROOKLYN,BROOKLYN,1005542,181178,Unspecified,BROOKLYN,,,,,,,,40.66394287921009,-73.92325292237976,"(40.66394287921009, -73.92325292237976)"
55275594,09/01/2022 03:40:58 AM,09/01/2022 05:09:05 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11218,1118 36 STREET,36 STREET,FORT HAMILTON PARKWAY,MINNA STREET,FORT HAMILTON PARKWAY,MINNA STREET,ADDRESS,BROOKLYN,36 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 05:09:10 AM,12 BROOKLYN,BROOKLYN,987616,173998,Unspecified,BROOKLYN,,,,,,,,40.64426030921004,-73.98787082344425,"(40.64426030921004, -73.98787082344425)"
55280307,09/01/2022 04:03:41 AM,09/01/2022 04:43:43 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 04:43:50 AM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55274278,09/01/2022 04:20:21 AM,09/01/2022 04:52:45 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,953 DEKALB AVENUE,DEKALB AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 04:52:48 AM,03 BROOKLYN,BROOKLYN,1001602,191756,Unspecified,BROOKLYN,,,,,,,,40.69298568613683,-73.9374274228241,"(40.69298568613683, -73.9374274228241)"
55281603,09/01/2022 04:25:41 AM,09/01/2022 06:12:20 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10040,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  192 STREET,ST NICHOLAS AVENUE,WEST  192 STREET,INTERSECTION,,,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 06:12:27 AM,12 MANHATTAN,MANHATTAN,1003970,251215,Unspecified,MANHATTAN,,,,,,,,40.85617997928327,-73.92871375698074,"(40.85617997928327, -73.92871375698074)"
55279142,09/01/2022 04:26:08 AM,09/01/2022 04:55:36 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 04:55:42 AM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55281557,09/01/2022 04:41:15 AM,09/01/2022 04:54:52 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 04:54:58 AM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55276746,09/01/2022 04:46:27 AM,09/01/2022 05:44:04 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,18 AVENUE D,AVENUE D,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,NEW YORK,AVENUE D,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 05:44:07 AM,03 MANHATTAN,MANHATTAN,990288,201839,Unspecified,MANHATTAN,,,,,,,,40.72067609029156,-73.97821748696987,"(40.72067609029156, -73.97821748696987)"
55279138,09/01/2022 04:54:05 AM,09/01/2022 05:43:47 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,20 AVENUE D,AVENUE D,EAST    3 STREET,EAST    4 STREET,EAST    3 STREET,EAST    4 STREET,ADDRESS,NEW YORK,AVENUE D,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 05:43:51 AM,03 MANHATTAN,MANHATTAN,990295,201851,Unspecified,MANHATTAN,,,,,,,,40.7207090226164,-73.97819222319721,"(40.7207090226164, -73.97819222319721)"
55274324,09/01/2022 05:28:57 AM,09/01/2022 06:21:07 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10019,260 WEST   52 STREET,WEST   52 STREET,BROADWAY,8 AVENUE,BROADWAY,8 AVENUE,ADDRESS,NEW YORK,WEST   52 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 06:21:12 AM,05 MANHATTAN,MANHATTAN,988611,217310,Unspecified,MANHATTAN,,,,,,,,40.76314111451631,-73.9842573527409,"(40.76314111451631, -73.9842573527409)"
55275534,09/01/2022 06:04:14 AM,09/01/2022 09:20:24 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 09:20:31 AM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55275589,09/01/2022 06:19:12 AM,09/01/2022 07:27:16 AM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10011,117 WAVERLY PLACE,WAVERLY PLACE,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,MAC DOUGAL STREET,AVENUE OF THE AMERICAS,ADDRESS,NEW YORK,WAVERLY PLACE,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 07:27:19 AM,02 MANHATTAN,MANHATTAN,984435,206175,Unspecified,MANHATTAN,,,,,,,,40.73257941375476,-73.99933248017126,"(40.73257941375476, -73.99933248017126)"
55276690,09/01/2022 06:20:45 AM,09/01/2022 07:11:31 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11221,953 DEKALB AVENUE,DEKALB AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,MARCUS GARVEY BOULEVARD,LEWIS AVENUE,ADDRESS,BROOKLYN,DEKALB AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 07:11:36 AM,03 BROOKLYN,BROOKLYN,1001602,191756,Unspecified,BROOKLYN,,,,,,,,40.69298568613683,-73.9374274228241,"(40.69298568613683, -73.9374274228241)"
55280305,09/01/2022 06:34:49 AM,09/01/2022 06:58:28 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10468,2734 CLAFLIN AVENUE,CLAFLIN AVENUE,EAMES PLACE,WEST  195 STREET,EAMES PLACE,WEST  195 STREET,ADDRESS,BRONX,CLAFLIN AVENUE,,Closed,,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,09/01/2022 06:58:32 AM,08 BRONX,BRONX,1011670,256217,Unspecified,BRONX,,,,,,,,40.86988839233137,-73.90085842054502,"(40.86988839233137, -73.90085842054502)"
55282811,09/01/2022 08:00:43 AM,09/01/2022 08:34:42 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10310,464 OAKLAND AVENUE,OAKLAND AVENUE,CARY AVENUE,FOREST AVENUE,CARY AVENUE,FOREST AVENUE,ADDRESS,STATEN ISLAND,OAKLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 08:34:46 AM,01 STATEN ISLAND,STATEN ISLAND,953596,169186,Unspecified,STATEN ISLAND,,,,,,,,40.63099999662981,-74.11043790828698,"(40.63099999662981, -74.11043790828698)"
55280309,09/01/2022 08:24:04 AM,09/01/2022 09:21:57 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10030,2400 7 AVENUE,7 AVENUE,WEST  140 STREET,WEST  141 STREET,WEST  140 STREET,WEST  141 STREET,ADDRESS,NEW YORK,7 AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 09:22:03 AM,10 MANHATTAN,MANHATTAN,1000482,237497,Unspecified,MANHATTAN,,,,,,,,40.81853515725049,-73.94135579635707,"(40.81853515725049, -73.94135579635707)"
55274277,09/01/2022 09:27:46 AM,09/01/2022 10:17:02 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,53 EAST    7 STREET,EAST    7 STREET,NICHOLAS FIGUEROA WAY,1 AVENUE,NICHOLAS FIGUEROA WAY,1 AVENUE,ADDRESS,NEW YORK,EAST    7 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 10:17:07 AM,03 MANHATTAN,MANHATTAN,987709,204409,Unspecified,MANHATTAN,,,,,,,,40.727731501467666,-73.98752009122356,"(40.727731501467666, -73.98752009122356)"
55281556,09/01/2022 09:52:46 AM,09/01/2022 10:51:03 AM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,11238,503 CLINTON AVENUE,CLINTON AVENUE,FULTON STREET,ATLANTIC AVENUE,FULTON STREET,ATLANTIC AVENUE,ADDRESS,BROOKLYN,CLINTON AVENUE,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2022 10:51:07 AM,02 BROOKLYN,BROOKLYN,993457,188151,Unspecified,BROOKLYN,,,,,,,,40.683103010740176,-73.96680380912929,"(40.683103010740176, -73.96680380912929)"
55281554,09/01/2022 10:51:59 AM,09/01/2022 02:41:34 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10003,53 EAST    7 STREET,EAST    7 STREET,NICHOLAS FIGUEROA WAY,1 AVENUE,NICHOLAS FIGUEROA WAY,1 AVENUE,ADDRESS,NEW YORK,EAST    7 STREET,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,09/01/2022 02:41:37 PM,03 MANHATTAN,MANHATTAN,987709,204409,Unspecified,MANHATTAN,,,,,,,,40.727731501467666,-73.98752009122356,"(40.727731501467666, -73.98752009122356)"
55279074,09/01/2022 11:18:58 AM,09/01/2022 12:03:48 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10033,615 WEST  176 STREET,WEST  176 STREET,ST NICHOLAS AVENUE,JOHNNY VENTURA WAY,ST NICHOLAS AVENUE,JOHNNY VENTURA WAY,ADDRESS,NEW YORK,WEST  176 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 12:03:53 PM,12 MANHATTAN,MANHATTAN,1001792,247625,Unspecified,MANHATTAN,,,,,,,,40.84633109241019,-73.93659644535875,"(40.84633109241019, -73.93659644535875)"
55274323,09/01/2022 11:29:29 AM,09/01/2022 01:39:34 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11211,475 GRAND STREET,GRAND STREET,KEAP STREET,BORINQUEN PLACE,KEAP STREET,BORINQUEN PLACE,ADDRESS,BROOKLYN,GRAND STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2022 01:39:39 PM,01 BROOKLYN,BROOKLYN,997531,198343,Unspecified,BROOKLYN,,,,,,,,40.71107249991781,-73.95209475210551,"(40.71107249991781, -73.95209475210551)"
55280361,09/01/2022 11:50:33 AM,09/01/2022 02:11:42 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,11377,37-05 68 STREET,68 STREET,37 AVENUE,37 ROAD,37 AVENUE,37 ROAD,ADDRESS,WOODSIDE,68 STREET,,Closed,,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,09/01/2022 02:11:46 PM,02 QUEENS,QUEENS,1012624,211906,Unspecified,QUEENS,,,,,,,,40.74826406427849,-73.89759637202181,"(40.74826406427849, -73.89759637202181)"
55274326,09/01/2022 12:17:42 PM,09/01/2022 02:40:39 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10009,336 EAST    4 STREET,EAST    4 STREET,AVENUE C,AVENUE D,AVENUE C,AVENUE D,ADDRESS,NEW YORK,EAST    4 STREET,,Closed,,Your request can not be processed at this time because of insufficient contact information. Please create a new Service Request on NYC.gov and provide more detailed contact information.,09/01/2022 02:40:44 PM,03 MANHATTAN,MANHATTAN,990106,202221,Unspecified,MANHATTAN,,,,,,,,40.72172471042355,-73.97887373248444,"(40.72172471042355, -73.97887373248444)"
55281615,09/01/2022 12:24:32 PM,09/01/2022 01:25:22 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10031,828 ST NICHOLAS AVENUE,ST NICHOLAS AVENUE,WEST  151 STREET,WEST  152 STREET,WEST  151 STREET,WEST  152 STREET,ADDRESS,NEW YORK,ST NICHOLAS AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 01:25:29 PM,09 MANHATTAN,MANHATTAN,1000208,241092,Unspecified,MANHATTAN,,,,,,,,40.8284029101287,-73.94233717427045,"(40.8284029101287, -73.94233717427045)"
55282813,09/01/2022 01:10:13 PM,09/01/2022 01:31:57 PM,NYPD,New York City Police Department,Noise - Residential,Loud Talking,Residential Building/House,10451,300 EAST  143 STREET,EAST  143 STREET,MORRIS AVENUE,ALEXANDER AVENUE,MORRIS AVENUE,ALEXANDER AVENUE,ADDRESS,BRONX,EAST  143 STREET,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 01:32:04 PM,01 BRONX,BRONX,1005298,236089,Unspecified,BRONX,,,,,,,,40.81466043118502,-73.92396060890404,"(40.81466043118502, -73.92396060890404)"
55274029,09/01/2022 01:18:38 PM,09/01/2022 02:44:57 PM,NYPD,New York City Police Department,Noise - Commercial,Loud Talking,Club/Bar/Restaurant,11218,880 CONEY ISLAND AVENUE,CONEY ISLAND AVENUE,DITMAS AVENUE,18 AVENUE,DITMAS AVENUE,18 AVENUE,ADDRESS,BROOKLYN,CONEY ISLAND AVENUE,,Closed,,The Police Department responded to the complaint and took action to fix the condition.,09/01/2022 02:45:01 PM,12 BROOKLYN,BROOKLYN,993171,170988,Unspecified,BROOKLYN,,,,,,,,40.63599465083924,-73.96785769946422,"(40.63599465083924, -73.96785769946422)"
55282855,09/01/2022 01:45:23 PM,09/01/2022 02:22:36 PM,NYPD,New York City Police Department,Noise - Street/Sidewalk,Loud Talking,Street/Sidewalk,10025,124 WEST  109 STREET,WEST  109 STREET,COLUMBUS AVENUE,AMSTERDAM AVENUE,COLUMBUS AVENUE,AMSTERDAM AVENUE,ADDRESS,NEW YORK,WEST  109 STREET,,Closed,,The Police Department responded to the complaint and determined that police action was not necessary.,09/01/2022 02:22:46 PM,07 MANHATTAN,MANHATTAN,994666,231306,Unspecified,MANHATTAN,,,,,,,,40.801551354134816,-73.96237788654645,"(40.801551354134816, -73.96237788654645)"
